"","scientificname","tiplabel","gen","fam","ord","clade","higher","MSW3_sciName_matched","genes","extinct.","tipDR_10k_harmMeans","MarineOrNot","taxa","trait","value","Barren.Rocky","Cropland","Forest","Grassland","Mosaic.Cropland","Other","Savanna","Shrubland","Urban","Water.Body","Wetland","Min_Elev","Max_Elev","source","Andes_Overlap","Forest_Biome","Grass_Biome","Origin_Class","binOrigin_all","binOrigin_rodents","binOrigin_nonRod","A_H","NA_TeF","NA_TrF","SA_TeF","SA_TrF","NA_TeG","NA_TrG","SA_TeG","SA_TrG","z_NONE","endemic_protoAndesForest","endemic_lowlandForest","endemic_grassLowHigh","widespread_newBiomes"
"1831","Ctenomys_tucumanus","Ctenomys_tucumanus_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_tucumanus",1,0,0.397752953,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,0.093469776,"","Grass_Savanna","South_America",0,0,0,"1","0","0","0","0","0","0","0","0","0",1,0,0,0
"1832","Ctenomys_viperinus","Ctenomys_viperinus_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_viperinus",0,0,0.463152846,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320,2500,"from 2 sources",1,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1833","Oligoryzomys_brendae","Oligoryzomys_brendae_CRICETIDAE_RODENTIA","Oligoryzomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oligoryzomys_brendae",1,0,0.389860745,0,"mammals","habitat_mol","Forest,Grassland",0,0,1,1,0,0,0,0,0,0,0,700,2900,"from 2 sources",1,"Forest","","North_America",1,1,0,"1","0","0","0","0","0","0","1","0","0",0,0,0,1
"1834","Phyllotis_alisosiensis","Phyllotis_alisosiensis_CRICETIDAE_RODENTIA","Phyllotis","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.263196805,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,1234,2175,"Mammals of South America 2, Volume 114",NA,NA,NA,"North_America",1,1,0,"1","0","0","0","0","0","0","0","0","0",1,0,0,0
"1835","Phyllotis_anitae","Phyllotis_anitae_CRICETIDAE_RODENTIA","Phyllotis","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.263286519,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,2000,3100,NA,1,"Forest","","North_America",1,1,0,"1","0","0","0","0","0","0","0","0","0",1,0,0,0
"1836","Andalgalomys_olrogi","Andalgalomys_olrogi_CRICETIDAE_RODENTIA","Andalgalomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Andalgalomys_olrogi",1,0,0.125282333,0,"mammals","habitat_mol","Shrubland",0,0,0,0,0,0,0,1,0,0,0,410,1021,"from 2 sources",0.119399789,"","","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1837","Ctenomys_coludo","Ctenomys_coludo_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_coludo",0,0,0.467898679,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,0.648354342,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1838","Graomys_edithae","Graomys_edithae_CRICETIDAE_RODENTIA","Graomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Graomys_edithae",0,0,0.207495464,0,"mammals","habitat_mol","Grassland",0,0,0,1,0,0,0,0,0,0,0,400,3000,"from 2 sources",1,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1839","Pipanacoctomys_aureus","Pipanacoctomys_aureus_OCTODONTIDAE_RODENTIA","Pipanacoctomys","OCTODONTIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Pipanacoctomys_aureus",3,0,0.166482093,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,750,NA,1,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1840","Salinomys_delicatus","Salinomys_delicatus_CRICETIDAE_RODENTIA","Salinomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Salinomys_delicatus",2,0,0.102809106,0,"mammals","habitat_mol","Shrubland",0,0,0,0,0,0,0,1,0,0,0,380,600,"from 2 sources",0.183602179,"","","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1841","Ctenomys_occultus","Ctenomys_occultus_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_occultus",1,0,0.700947659,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042195078,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1842","Abrocoma_famatina","Abrocoma_famatina_ABROCOMIDAE_RODENTIA","Abrocoma","ABROCOMIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Abrocoma_famatina",0,0,0.155387332,0,"mammals","habitat_mol","Grassland,Barren/Rocky",1,0,0,1,0,0,0,0,0,0,0,3800,3800,"from 2 sources",1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1843","Octomys_mimax","Octomys_mimax_OCTODONTIDAE_RODENTIA","Octomys","OCTODONTIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Octomys_mimax",3,0,0.127832235,0,"mammals","habitat_mol","Barren/Rocky",1,0,0,0,0,0,0,0,0,0,0,0,800,"from 2 sources",0.735293005,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1844","Akodon_dolores","Akodon_dolores_CRICETIDAE_RODENTIA","Akodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Akodon_dolores",3,0,0.499837906,0,"mammals","habitat_mol","Shrubland",0,0,0,0,0,0,0,1,0,0,0,400,600,NA,0.241231497,"","","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1845","Ctenomys_fochi","Ctenomys_fochi_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_fochi",0,0,0.457514661,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,600,NA,0.687682865,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1846","Abrocoma_budini","Abrocoma_budini_ABROCOMIDAE_RODENTIA","Abrocoma","ABROCOMIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Abrocoma_budini",0,0,0.158307342,0,"mammals","habitat_mol","Grassland,Barren/Rocky",1,0,0,1,0,0,0,0,0,0,0,3000,3000,NA,1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1847","Ctenomys_famosus","Ctenomys_famosus_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_famosus",0,0,0.459883291,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,3800,"from 2 sources",1,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1848","Ctenomys_bergi","Ctenomys_bergi_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_bergi",0,0,0.456963618,0,"mammals","habitat_mol","Savanna,Grassland",0,0,0,1,0,0,1,0,0,0,0,250,700,"from 2 sources",0.139494063,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1849","Tympanoctomys_loschalchalerosorum","Tympanoctomys_loschalchalerosorum_OCTODONTIDAE_RODENTIA","Tympanoctomys","OCTODONTIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Salinoctomys_loschalchalerosorum",4,0,0.258944331,0,"mammals","habitat_mol","Water Body",0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1850","Akodon_polopi","Akodon_polopi_CRICETIDAE_RODENTIA","Akodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,2,0,0.462398418,0,"mammals","habitat_mol","Grassland",0,0,0,1,0,0,0,0,0,0,0,1300,2250,"Mammals of South America 2, Volume 329",NA,NA,NA,"North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1851","Calomys_venustus","Calomys_venustus_CRICETIDAE_RODENTIA","Calomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Calomys_venustus",5,0,0.38121729,0,"mammals","habitat_mol","Shrubland,Grassland",0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,0.014861839,"","","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1852","Ctenomys_osvaldoreigi","Ctenomys_osvaldoreigi_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_osvaldoreigi",0,0,0.447617182,0,"mammals","habitat_mol","Grassland",0,0,0,1,0,0,0,0,0,0,0,2000,2000,"from 2 sources",1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1853","Ctenomys_mendocinus","Ctenomys_mendocinus_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_mendocinus",1,0,0.722247623,0,"mammals","habitat_mol","Shrubland,Grassland,Water Body",0,0,0,1,0,0,0,1,0,1,0,460,3400,"IUCN",0.01317051,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1854","Ctenomys_pundti","Ctenomys_pundti_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_pundti",1,0,0.525416422,0,"mammals","habitat_mol","Grassland",0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1855","Phyllomys_unicolor","Phyllomys_unicolor_ECHIMYIDAE_RODENTIA","Phyllomys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Phyllomys_unicolor",0,0,0.299857024,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Forest","","South_America",0,0,0,"1","0","0","0","0","0","0","0","0","1",1,0,0,0
"1856","Phyllotis_definitus","Phyllotis_definitus_CRICETIDAE_RODENTIA","Phyllotis","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Phyllotis_definitus",0,0,0.225549424,0,"mammals","habitat_mol","Shrubland,Barren/Rocky",1,0,0,0,0,0,0,1,0,0,0,2590,3800,"from 2 sources",1,"","","North_America",1,1,0,"0","0","0","0","0","0","0","1","1","0",0,0,1,0
"1857","Melanomys_zunigae","Melanomys_zunigae_CRICETIDAE_RODENTIA","Melanomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Melanomys_zunigae",0,0,0.32528865,0,"mammals","habitat_mol","Shrubland,Barren/Rocky",1,0,0,0,0,0,0,1,0,0,0,600,800,NA,1,"","","North_America",1,1,0,"0","0","0","0","0","0","0","1","1","0",0,0,1,0
"1858","Phyllotis_magister","Phyllotis_magister_CRICETIDAE_RODENTIA","Phyllotis","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Phyllotis_magister",2,0,0.191784662,0,"mammals","habitat_mol","Cropland,Mosaic Cropland,Forest,Shrubland,Barren/Rocky",1,1,1,0,1,0,0,1,0,0,0,2000,4000,"from 2 sources",1,"Forest","","North_America",1,1,0,"1","0","0","0","0","0","0","1","1","1",0,0,0,1
"1859","Punomys_lemminus","Punomys_lemminus_CRICETIDAE_RODENTIA","Punomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Punomys_lemminus",0,0,0.132993163,0,"mammals","habitat_mol","Shrubland,Grassland,Barren/Rocky",1,0,0,1,0,0,0,1,0,0,0,4400,4900,"from 2 sources",1,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","1","1",0,0,1,0
"1860","Eumops_chiribaya","Eumops_chiribaya_MOLOSSIDAE_CHIROPTERA","Eumops","MOLOSSIDAE","CHIROPTERA","Yangochiroptera","Laurasiatheria",NA,0,0,0.243024101,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"0","0","0","0","0","0","0","1","1","0",0,0,1,0
"1861","Chinchilla_chinchilla","Chinchilla_chinchilla_CHINCHILLIDAE_RODENTIA","Chinchilla","CHINCHILLIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Chinchilla_chinchilla",1,0,0.126388593,0,"mammals","habitat_mol","Grassland,Barren/Rocky",1,0,0,1,0,0,0,0,0,0,0,3400,5400,"from 3 sources",1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","1","1",0,0,1,0
"1862","Ctenomys_fulvus","Ctenomys_fulvus_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_fulvus",1,0,0.480752449,0,"mammals","habitat_mol","Forest,Barren/Rocky",1,0,1,0,0,0,0,0,0,0,0,2700,4700,"from 2 sources",1,"Forest","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","1","1",0,0,1,0
"1863","Galenomys_garleppi","Galenomys_garleppi_CRICETIDAE_RODENTIA","Galenomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Galenomys_garleppi",2,0,0.139907336,0,"mammals","habitat_mol","Grassland",0,0,0,1,0,0,0,0,0,0,0,3000,4500,"from 2 sources",1,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","1","1",0,0,1,0
"1864","Microcavia_niata","Microcavia_niata_CAVIIDAE_RODENTIA","Microcavia","CAVIIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Microcavia_niata",1,0,0.118191943,0,"mammals","habitat_mol","Grassland,Wetland",0,0,0,1,0,0,0,0,0,0,1,3500,4000,NA,1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","1","1",0,0,1,0
"1865","Phyllotis_osgoodi","Phyllotis_osgoodi_CRICETIDAE_RODENTIA","Phyllotis","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Phyllotis_osgoodi",0,0,0.23171364,0,"mammals","habitat_mol","Shrubland,Grassland,Barren/Rocky",1,0,0,1,0,0,0,1,0,0,0,4400,4400,NA,1,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","1","0",0,0,1,0
"1866","Cerradomys_vivoi","Cerradomys_vivoi_CRICETIDAE_RODENTIA","Cerradomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.389782041,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North_America",1,1,0,"1","0","0","0","0","0","0","0","0","0",1,0,0,0
"1867","Trinomys_mirapitanga","Trinomys_mirapitanga_ECHIMYIDAE_RODENTIA","Trinomys","ECHIMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Trinomys_mirapitanga",0,0,0.156620358,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,"IUCN",NA,"Forest","","South_America",0,0,0,"1","0","0","0","0","0","0","0","0","1",1,0,0,0
"1868","Calomys_cerqueirai","Calomys_cerqueirai_CRICETIDAE_RODENTIA","Calomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.28935562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North_America",1,1,0,"1","0","0","0","0","0","0","0","0","0",1,0,0,0
"1869","Monodelphis_sanctaerosae","Monodelphis_sanctaerosae_DIDELPHIDAE_DIDELPHIMORPHIA","Monodelphis","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia",NA,3,0,0.15790937,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"0","0","0","0","1","0","0","0","1","0",0,0,0,1
"1870","Ctenomys_lessai","Ctenomys_lessai_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires",NA,1,0,0.345151205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"1","0","0","0","0","0","0","1","0","0",0,0,0,1
"1871","Abrocoma_boliviensis","Abrocoma_boliviensis_ABROCOMIDAE_RODENTIA","Abrocoma","ABROCOMIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Abrocoma_boliviensis",1,0,0.119619488,0,"mammals","habitat_mol","Forest,Barren/Rocky",1,0,1,0,0,0,0,0,0,0,0,1800,1800,NA,1,"Forest","","South_America",0,0,0,"0","0","0","0","1","0","0","0","0","0",0,1,0,0
"1872","Ctenomys_budini","Ctenomys_budini_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_budini",0,0,0.454519982,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500,4500,NA,0.640649479,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1873","Cerradomys_goytaca","Cerradomys_goytaca_CRICETIDAE_RODENTIA","Cerradomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.35069395,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"North_America",1,1,0,"1","0","0","0","0","0","0","0","0","0",1,0,0,0
"1874","Abrocoma_shistacea","Abrocoma_shistacea_ABROCOMIDAE_RODENTIA","Abrocoma","ABROCOMIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Abrocoma_shistacea",0,0,0.161016942,0,"mammals","habitat_mol","Grassland,Barren/Rocky",1,0,0,1,0,0,0,0,0,0,0,2700,3800,"from 2 sources",1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1875","Ctenomys_tulduco","Ctenomys_tulduco_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_tulduco",0,0,0.444118008,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2700,2700,NA,1,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1876","Ctenomys_johannis","Ctenomys_johannis_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_johannis",0,0,0.452577726,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,600,"IUCN",0.073804214,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1877","Abrocoma_vaccarum","Abrocoma_vaccarum_ABROCOMIDAE_RODENTIA","Abrocoma","ABROCOMIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Abrocoma_vaccarum",0,0,0.158783797,0,"mammals","habitat_mol","Grassland",0,0,0,1,0,0,0,0,0,0,0,3000,3000,NA,1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1878","Abrocoma_uspallata","Abrocoma_uspallata_ABROCOMIDAE_RODENTIA","Abrocoma","ABROCOMIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Abrocoma_uspallata",0,0,0.160361747,0,"mammals","habitat_mol","Savanna,Shrubland,Grassland",0,0,0,1,0,0,1,1,0,0,0,1730,2150,"from 3 sources",1,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1879","Akodon_oenos","Akodon_oenos_CRICETIDAE_RODENTIA","Akodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Akodon_oenos",0,0,0.184919971,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,1200,"IUCN",NA,"","","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1880","Ctenomys_validus","Ctenomys_validus_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_validus",0,0,0.469195099,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1881","Akodon_philipmyersi","Akodon_philipmyersi_CRICETIDAE_RODENTIA","Akodon","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,1,0,0.244834837,0,"mammals","habitat_mol","Forest,Shrubland,Grassland",0,0,1,1,0,0,0,1,0,0,0,NA,NA,NA,NA,"Forest","Grass_Savanna","North_America",1,1,0,"1","0","0","0","0","0","0","1","0","0",0,0,0,1
"1882","Ctenomys_perrensi","Ctenomys_perrensi_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_perrensi",2,0,0.648147696,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1883","Thylamys_citellus","Thylamys_citellus_DIDELPHIDAE_DIDELPHIMORPHIA","Thylamys","DIDELPHIDAE","DIDELPHIMORPHIA","Didelphimorphia","Marsupialia",NA,1,0,0.185242672,0,"mammals","habitat_mol","Forest,Grassland",0,0,1,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1884","Ctenomys_ibicuiensis","Ctenomys_ibicuiensis_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires",NA,2,0,0.434773733,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,200,"Mammals of South America 2, Volume 269",NA,NA,NA,"South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1885","Calomys_callidus","Calomys_callidus_CRICETIDAE_RODENTIA","Calomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Calomys_callidus",0,0,0.219757851,0,"mammals","habitat_mol","Shrubland",0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,"","","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1886","Ctenomys_dorbignyi","Ctenomys_dorbignyi_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_dorbignyi",2,0,0.635294357,0,"mammals","habitat_mol","Shrubland,Grassland",0,0,0,1,0,0,0,1,0,0,0,NA,NA,NA,NA,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1887","Ctenomys_rionegrensis","Ctenomys_rionegrensis_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_rionegrensis",3,0,0.495636124,0,"mammals","habitat_mol","Barren/Rocky",1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"","","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1888","Bibimys_torresi","Bibimys_torresi_CRICETIDAE_RODENTIA","Bibimys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Bibimys_torresi",0,0,0.173344854,0,"mammals","habitat_mol","Grassland,Wetland",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1889","Ctenomys_pearsoni","Ctenomys_pearsoni_CTENOMYIDAE_RODENTIA","Ctenomys","CTENOMYIDAE","RODENTIA","Guinea_pig-related","Euarchontoglires","Ctenomys_pearsoni",2,0,0.636364208,0,"mammals","habitat_mol","Barren/Rocky,Shrubland,Grassland",1,0,0,1,0,0,0,1,0,0,0,NA,200,"IUCN",NA,"","Grass_Savanna","South_America",0,0,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1890","Necromys_obscurus","Necromys_obscurus_CRICETIDAE_RODENTIA","Necromys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Necromys_obscurus",1,0,0.206731542,0,"mammals","habitat_mol","Grassland,Wetland",0,0,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1891","Oxymycterus_josei","Oxymycterus_josei_CRICETIDAE_RODENTIA","Oxymycterus","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Oxymycterus_josei",1,0,0.484340473,0,"mammals","habitat_mol","Shrubland,Grassland,Wetland",0,0,0,1,0,0,0,1,0,0,1,NA,NA,NA,NA,"","Grass_Savanna","North_America",1,1,0,"0","0","0","0","0","0","0","1","0","0",0,0,1,0
"1892","Abrawayaomys_chebezi","Abrawayaomys_chebezi_CRICETIDAE_RODENTIA","Abrawayaomys","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires",NA,0,0,0.160840273,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"North_America",1,1,0,"1","0","0","0","0","0","0","0","0","0",1,0,0,0
"1893","Brucepattersonius_misionensis","Brucepattersonius_misionensis_CRICETIDAE_RODENTIA","Brucepattersonius","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Brucepattersonius_misionensis",0,0,0.263888088,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Forest","","North_America",1,1,0,"1","0","0","0","0","0","0","0","0","0",1,0,0,0
"1894","Brucepattersonius_guarani","Brucepattersonius_guarani_CRICETIDAE_RODENTIA","Brucepattersonius","CRICETIDAE","RODENTIA","Mouse-related","Euarchontoglires","Brucepattersonius_guarani",0,0,0.261381774,0,"mammals","habitat_mol","Forest",0,0,1,0,0,0,0,0,0,0,0,360,360,"IUCN",NA,"Forest","","North_America",1,1,0,"1","0","0","0","0","0","0","0","0","0",1,0,0,0
